chr,lg,cm,rb_chr,Eston,IG72815,LR-26-10,LR-26-105,LR-26-107,LR-26-108,LR-26-110,LR-26-111,LR-26-112,LR-26-113,LR-26-116,LR-26-117,LR-26-118,LR-26-119,LR-26-12,LR-26-121,LR-26-122,LR-26-123,LR-26-125,LR-26-127,LR-26-128,LR-26-129,LR-26-13,LR-26-132,LR-26-134,LR-26-135,LR-26-136,LR-26-137,LR-26-138,LR-26-139,LR-26-140,LR-26-142,LR-26-145,LR-26-149,LR-26-151,LR-26-156,LR-26-157,LR-26-16,LR-26-161,LR-26-162,LR-26-163,LR-26-164,LR-26-165,LR-26-169,LR-26-17,LR-26-170,LR-26-171,LR-26-172,LR-26-173,LR-26-175,LR-26-176,LR-26-178,LR-26-18,LR-26-180,LR-26-181,LR-26-182,LR-26-183,LR-26-184,LR-26-186,LR-26-187,LR-26-188,LR-26-19,LR-26-193,LR-26-194,LR-26-196,LR-26-198,LR-26-20,LR-26-200,LR-26-202,LR-26-203,LR-26-204,LR-26-205,LR-26-206,LR-26-209,LR-26-210,LR-26-215,LR-26-216,LR-26-219,LR-26-22,LR-26-220,LR-26-223,LR-26-224,LR-26-227,LR-26-228,LR-26-23,LR-26-232,LR-26-233,LR-26-235,LR-26-238,LR-26-239,LR-26-240,LR-26-241,LR-26-243,LR-26-244,LR-26-245,LR-26-246,LR-26-247,LR-26-251,LR-26-252,LR-26-253,LR-26-254,LR-26-256,LR-26-257,LR-26-259,LR-26-261,LR-26-262,LR-26-266,LR-26-267,LR-26-269,LR-26-273,LR-26-274,LR-26-275,LR-26-276,LR-26-280,LR-26-281,LR-26-282,LR-26-283,LR-26-288,LR-26-29,LR-26-290,LR-26-292,LR-26-293,LR-26-294,LR-26-296,LR-26-297,LR-26-298,LR-26-299,LR-26-3,LR-26-30,LR-26-300,LR-26-301,LR-26-303,LR-26-304,LR-26-306,LR-26-307,LR-26-311,LR-26-312,LR-26-32,LR-26-36,LR-26-4,LR-26-41,LR-26-43,LR-26-45,LR-26-47,LR-26-49,LR-26-5,LR-26-54,LR-26-55,LR-26-56,LR-26-57,LR-26-62,LR-26-63,LR-26-64,LR-26-65,LR-26-66,LR-26-67,LR-26-7,LR-26-70,LR-26-75,LR-26-77,LR-26-78,LR-26-79,LR-26-84,LR-26-85,LR-26-86,LR-26-87,LR-26-90,LR-26-91,LR-26-95,LR-26-98,LR-26-99
LcContig42990_1_38627_38627_1,LG4,163.1616133,LcContig42990,a,b,b,b,a,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,a,a,a,a,b,b,b,-,a,a,a,a,-,a,a,a,a,a,a,b,a,a,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,-,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_132_217793135_218168530_3,LG4,163.1616133,LcChr4,a,b,b,b,a,a,b,a,a,b,b,a,-,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,a,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,-,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_137_222839971_222840157_3,LG4,164.36266,LcChr4,a,b,b,b,a,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,-,a,a,a,a,a,a,b,a,a,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,-,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,-,-,a,b,a,b,a,-,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,-,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_122_211806893_211806893_1,LG4,164.36266,LcChr4,a,b,b,b,a,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,-,a,a,a,a,a,a,a,a,a,a,a,b,a,a,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcContig181899_1_15080_15092_2,LG4,164.36266,LcContig181899,a,b,b,b,a,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,a,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcContig78434_1_139264_139264_1,LG4,166.4609116,LcContig78434,a,b,b,a,b,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,a,a,b,b,-,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_133_218555874_218555874_1,LG4,166.947289,LcChr4,a,b,b,b,b,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,a,a,b,b,-,b,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,-,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,a,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_135_220689015_222457703_4,LG4,169.243514,LcChr4,a,b,b,b,b,a,b,a,a,b,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_53_131563922_132035330_4,LG4,169.243514,LcChr4,a,b,b,b,b,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,b,a
LcChr4_138_223500452_223500488_2,LG4,170.4036576,LcChr4,a,b,b,b,b,a,b,a,a,-,b,a,a,b,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,-,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,b,a
LcChr4_136_222615301_222632043_2,LG4,171.0714585,LcChr4,a,b,b,b,b,a,b,a,a,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,a,-,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,b,a
LcChr4_26_30431779_30431779_1,LG4,172.1565128,LcChr4,a,b,b,b,b,a,b,a,a,-,b,a,-,b,a,a,b,b,a,a,a,a,b,a,b,a,a,a,-,b,a,a,a,a,b,b,b,b,a,a,a,a,-,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,a,-,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,-,a,b,a,b,b,-,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,a,-,b,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,b,a
LcChr1_81_277704893_277705015_4,LG4,177.6013095,LcChr1,a,b,a,b,b,a,b,a,a,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,-,b,a,a,a,a,b,b,b,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,b,a,b,b,a
LcContig89577_1_30769_33391_4,LG4,180.6658952,LcContig89577,a,b,a,b,b,a,b,a,a,b,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,-,b,a,a,a,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,b,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,a,a,b,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,b,a,b,b,a
LcContig42986_1_26101_54305_2,LG4,186.7179143,LcContig42986,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,-,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,b,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig275281_1_30690_31694_9,LG4,187.3053348,LcContig275281,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcChr4_37_75505007_75505181_2,LG4,187.897605,LcChr4,a,b,a,b,b,-,b,a,b,b,b,a,-,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,-,a,a,a,a,b,b,a,-,a,a,a,a,a,a,a,a,a,-,a,-,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,-,a,b,a,-,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,-,a,b,a,b,a,a,-,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,-,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig48489_1_8736_8736_1,LG4,187.897605,LcContig48489,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,-,a,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcChr4_139_223614333_224045408_4,LG4,187.897605,LcChr4,a,b,a,b,b,a,b,a,b,b,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig128628_1_63654_63654_1,LG4,187.897605,LcContig128628,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,-,b,a,a,b,b,-,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,a,a,a,a,a,-,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,b,a,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig365158_1_28013_28013_1,LG4,192.0009675,LcContig365158,a,b,a,b,b,a,b,a,b,b,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,a,a,a,a,-,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,-,a,b,-,a,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,-,b,b,a,a,a,a,a,a,-,b,a,b,a,a,a,-,-,-,a,b,a,b,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,a,b,a,-,a,b,b,b,a,b,-,a,a,a,a,a,b,b,a
LcContig111131_1_72309_72353_2,LG4,192.0009675,LcContig111131,a,b,a,b,b,a,b,a,b,b,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,a,a,a,a,a,a,a,a,a,b,a,b,b,-,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,b,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,a,b,a,b,a,-,-,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,-,b,a,a,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig10464_1_16078_16093_2,LG4,195.3821865,LcContig10464,a,b,a,b,b,a,b,a,b,-,b,a,-,-,a,a,b,-,a,a,a,a,b,a,b,a,a,b,-,-,a,a,a,a,b,b,a,-,a,a,a,a,-,a,a,a,a,b,-,-,a,a,b,a,a,a,b,a,-,a,b,a,a,b,b,a,a,a,b,a,b,a,-,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,b,a,a,a,a,a,-,b,b,a,b,a,a,a,b,b,a,b,b,a,b,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,-,b,a,-,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcContig669534_1_42284_42284_1,LG4,195.7813317,LcContig669534,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,a,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,a,a,a,a,a,a,a,a,a,b,a,b,a,a,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,b,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,-,b,a,b,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcChr4_141_226037621_226616478_7,LG4,196.1159663,LcChr4,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,b,b,b,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,a,a,a,a,a,a,a,a,a,b,a,b,a,a,b,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,b,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,b,b,a,a,a,a,a,b,b,a
LcChr4_95_171726977_171727004_2,LG4,199.9120184,LcChr4,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,a,a,a,a,a,a,a,a,a,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,a,a,a,a,a,a,a,b,a,a,b,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,b,a,b,b,a,b,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,b,b,a,a,a,a,a,b,a,a
LcChr4_144_228213819_228213873_3,LG4,200.2488161,LcChr4,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,-,b,b,a,b,b,a,a,a,a,a,a,a,a,b,a,b,a,a,a,a,a,a,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,-,-,a,a,a,b,b,a,a,a,a,a,a,a,b,a,a,-,b,b,a,a,a,a,a,a,b,b,a,b,a,a,a,b,-,-,b,b,a,a,a,a,a,a,b,a,-,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,b,b,a,a,a,a,a,b,a,a
LcChr4_146_228708533_228708764_3,LG4,205.7817077,LcChr4,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,-,b,a,a,a,a,a,a,b,a,-,a,b,a,a,a,a,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,-,a,a,a,a,b,b,a,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,-,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,b,b,a,a,b,a,a,b,a,a
LcChr4_143_227592092_227592092_1,LG4,205.7817077,LcChr4,a,b,a,b,b,a,b,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,a,a,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,a,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,-,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,b,b,a,a,b,a,a,b,a,a
LcContig13386_2_33037_33037_1,LG4,208.4561357,LcContig13386,a,b,a,b,b,a,a,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,-,b,a,a,a,a,a,a,a,b,b,a,b,a,b,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a
LcChr4_35_70098852_70098869_3,LG4,208.8083775,LcChr4,a,b,a,b,b,a,a,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,-,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a
LcContig13386_1_33018_33018_1,LG4,208.8083775,LcContig13386,a,b,a,b,b,a,a,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,-,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a
LcChr4_147_229315855_229316020_2,LG4,209.7308688,LcChr4,a,b,a,b,b,a,a,a,b,b,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,b,a,a,b,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a
LcChr4_142_227273186_227273186_1,LG4,209.7308688,LcChr4,a,b,a,b,b,a,a,a,b,-,b,a,a,b,a,b,b,b,a,a,b,b,b,a,b,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,a,b,a,a,b,a,-,b,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,a,-,a,a,a,b,b,b,a,a,a,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,b,a,a,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,a,a,a,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a
